timestamp,open,high,low,close,volume
2025-04-26 21:55:28.877715,1800000.0,1807300.11,1794276.41,1800000.0,1082249.0
2025-04-26 22:55:28.877715,1800000.0,1824189.76,1800000.0,1818061.71,1119916.0
2025-04-26 23:55:28.877715,1818061.71,1821537.44,1810585.69,1813219.43,1237076.0
2025-04-27 00:55:28.877715,1813219.43,1845070.99,1813219.43,1836895.51,670776.0
2025-04-27 01:55:28.877715,1836895.51,1894436.61,1836895.51,1893042.35,1888486.0
2025-04-27 02:55:28.877715,1893042.35,1893042.35,1883115.34,1884380.46,2025527.0
2025-04-27 03:55:28.877715,1884380.46,1884380.46,1873493.65,1875762.32,1308115.0
2025-04-27 04:55:28.877715,1875762.32,1941791.39,1875762.32,1935215.33,1201135.0
2025-04-27 05:55:28.877715,1935215.33,1973066.0,1935215.33,1965137.02,1523939.0
2025-04-27 06:55:28.877715,1965137.02,1965137.02,1946483.72,1946911.07,818057.0
2025-04-27 07:55:28.877715,1946911.07,1972649.31,1946911.07,1968264.59,638031.0
2025-04-27 08:55:28.877715,1968264.59,1968264.59,1940687.48,1950255.36,1844320.0
2025-04-27 09:55:28.877715,1950255.36,1950255.36,1929986.46,1932324.35,2119394.0
2025-04-27 10:55:28.877715,1932324.35,1943823.65,1932324.35,1941911.59,2091074.0
2025-04-27 11:55:28.877715,1941911.59,1941911.59,1858681.08,1867844.2,1870864.0
2025-04-27 12:55:28.877715,1867844.2,1867844.2,1799701.02,1803641.94,1868235.0
2025-04-27 13:55:28.877715,1803641.94,1803641.94,1778039.17,1783589.19,2190986.0
2025-04-27 14:55:28.877715,1783589.19,1783589.19,1740764.95,1747691.01,2236581.0
2025-04-27 15:55:28.877715,1747691.01,1767204.45,1747691.01,1758905.04,1364461.0
2025-04-27 16:55:28.877715,1758905.04,1758905.04,1720656.99,1727197.11,876360.0
2025-04-27 17:55:28.877715,1727197.11,1727197.11,1672615.06,1678644.17,1115859.0
2025-04-27 18:55:28.877715,1678644.17,1733615.55,1678644.17,1728080.38,963173.0
2025-04-27 19:55:28.877715,1728080.38,1728080.38,1713879.34,1720517.33,1302978.0
2025-04-27 20:55:28.877715,1720517.33,1723187.55,1720517.33,1723083.27,1050988.0
2025-04-27 21:55:28.877715,1723083.27,1723083.27,1672315.62,1674229.91,1863092.0
2025-04-27 22:55:28.877715,1674229.91,1674229.91,1653579.63,1656243.45,1962438.0
2025-04-27 23:55:28.877715,1656243.45,1666210.32,1656243.45,1660160.19,1170084.0
2025-04-28 00:55:28.877715,1660160.19,1660160.19,1618289.14,1622189.61,1835273.0
2025-04-28 01:55:28.877715,1622189.61,1635590.69,1622189.61,1634622.16,1180811.0
2025-04-28 02:55:28.877715,1634622.16,1634622.16,1607212.49,1615234.19,634661.0
2025-04-28 03:55:28.877715,1615234.19,1615234.19,1603074.49,1606059.54,1150525.0
2025-04-28 04:55:28.877715,1606059.54,1606059.54,1579694.38,1586982.01,2155219.0
2025-04-28 05:55:28.877715,1586982.01,1650772.41,1586982.01,1646022.62,2306828.0
2025-04-28 06:55:28.877715,1646022.62,1647906.15,1641198.73,1645840.61,1039015.0
2025-04-28 07:55:28.877715,1645840.61,1645840.61,1609352.73,1611289.49,952686.0
2025-04-28 08:55:28.877715,1611289.49,1645580.07,1611289.49,1638059.42,1468096.0
2025-04-28 09:55:28.877715,1638059.42,1638059.42,1598022.19,1598333.3,688391.0
2025-04-28 10:55:28.877715,1598333.3,1606682.96,1598319.53,1605276.56,963845.0
2025-04-28 11:55:28.877715,1605276.56,1605276.56,1538144.89,1542631.04,1605627.0
2025-04-28 12:55:28.877715,1542631.04,1542631.04,1498035.85,1501916.03,2070529.0
2025-04-28 13:55:28.877715,1501916.03,1510218.43,1501916.03,1508088.28,1916805.0
2025-04-28 14:55:28.877715,1508088.28,1537867.81,1508088.28,1530624.46,1297910.0
2025-04-28 15:55:28.877715,1530624.46,1542133.72,1530624.46,1536139.96,1291220.0
2025-04-28 16:55:28.877715,1536139.96,1536139.96,1528329.64,1532860.24,795840.0
2025-04-28 17:55:28.877715,1532860.24,1532860.24,1517389.89,1523904.81,857972.0
2025-04-28 18:55:28.877715,1523904.81,1523904.81,1478608.72,1479119.07,2472849.0
2025-04-28 19:55:28.877715,1479119.07,1479119.07,1455110.95,1458095.76,1960265.0
2025-04-28 20:55:28.877715,1458095.76,1458095.76,1442532.94,1444932.9,1679488.0
2025-04-28 21:55:28.877715,1444932.9,1481442.74,1444932.9,1475752.81,882543.0
2025-04-28 22:55:28.877715,1475752.81,1492682.29,1475752.81,1486173.72,988936.0
2025-04-28 23:55:28.877715,1486173.72,1486173.72,1433784.37,1434053.76,934414.0
2025-04-29 00:55:28.877715,1434053.76,1449151.09,1434053.76,1443625.27,1199926.0
2025-04-29 01:55:28.877715,1443625.27,1443625.27,1432396.54,1432787.94,2106726.0
2025-04-29 02:55:28.877715,1432787.94,1432787.94,1411521.55,1413671.73,1083451.0
2025-04-29 03:55:28.877715,1413671.73,1432895.21,1413671.73,1431246.3,1792183.0
2025-04-29 04:55:28.877715,1431246.3,1468108.12,1431246.3,1461045.1,1805743.0
2025-04-29 05:55:28.877715,1461045.1,1494074.89,1461045.1,1488553.13,1347439.0
2025-04-29 06:55:28.877715,1488553.13,1488553.13,1461491.29,1463872.25,1829068.0
2025-04-29 07:55:28.877715,1463872.25,1463872.25,1453799.14,1455120.49,1119569.0
2025-04-29 08:55:28.877715,1455120.49,1471670.14,1455120.49,1465063.15,2112393.0
2025-04-29 09:55:28.877715,1465063.15,1499588.79,1465063.15,1493954.73,1659272.0
2025-04-29 10:55:28.877715,1493954.73,1493954.73,1479372.58,1479953.13,1440153.0
2025-04-29 11:55:28.877715,1479953.13,1480003.72,1473539.48,1474773.29,1729431.0
2025-04-29 12:55:28.877715,1474773.29,1474773.29,1435590.84,1442458.54,687135.0
2025-04-29 13:55:28.877715,1442458.54,1442458.54,1404026.09,1408261.81,1168835.0
2025-04-29 14:55:28.877715,1408261.81,1436568.17,1408261.81,1431454.84,761446.0
2025-04-29 15:55:28.877715,1431454.84,1474376.9,1431454.84,1470598.53,1342120.0
2025-04-29 16:55:28.877715,1470598.53,1475659.14,1462730.47,1468807.71,1564638.0
2025-04-29 17:55:28.877715,1468807.71,1503969.62,1468807.71,1498617.11,2263340.0
2025-04-29 18:55:28.877715,1498617.11,1515038.59,1498617.11,1509795.11,1926239.0
2025-04-29 19:55:28.877715,1509795.11,1509795.11,1484644.05,1490659.39,893351.0
2025-04-29 20:55:28.877715,1490659.39,1504369.54,1490659.39,1501776.41,2114542.0
2025-04-29 21:55:28.877715,1501776.41,1554951.12,1501776.41,1548320.15,2083547.0
2025-04-29 22:55:28.877715,1548320.15,1551921.64,1540243.94,1547572.4,1250398.0
2025-04-29 23:55:28.877715,1547572.4,1599401.97,1547572.4,1596364.74,2208766.0
2025-04-30 00:55:28.877715,1596364.74,1596364.74,1510194.33,1513102.17,818289.0
2025-04-30 01:55:28.877715,1513102.17,1544789.77,1513102.17,1538336.47,1814972.0
2025-04-30 02:55:28.877715,1538336.47,1548863.07,1538012.34,1541385.37,869355.0
2025-04-30 03:55:28.877715,1541385.37,1541385.37,1526280.58,1532541.99,1395357.0
2025-04-30 04:55:28.877715,1532541.99,1543155.09,1532541.99,1535729.57,1283342.0
2025-04-30 05:55:28.877715,1535729.57,1535729.57,1468698.63,1475060.87,1072629.0
2025-04-30 06:55:28.877715,1475060.87,1475060.87,1464887.23,1468946.72,1140211.0
2025-04-30 07:55:28.877715,1468946.72,1480780.51,1468946.72,1479805.95,790312.0
2025-04-30 08:55:28.877715,1479805.95,1526279.44,1479805.95,1523918.99,2345824.0
2025-04-30 09:55:28.877715,1523918.99,1523918.99,1502501.0,1508510.01,964248.0
