timestamp,open,high,low,close,volume
2025-07-18 22:27:27.776910,65000.0,65086.19,64920.7,65000.0,1959516.0
2025-07-18 23:27:27.776910,65000.0,65781.27,65000.0,65652.23,1591875.0
2025-07-19 00:27:27.776910,65652.23,65739.06,65314.29,65478.85,1401413.0
2025-07-19 01:27:27.776910,65478.85,66500.15,65478.85,66336.79,1791180.0
2025-07-19 02:27:27.776910,66336.79,68464.91,66336.79,68368.93,1917976.0
2025-07-19 03:27:27.776910,68368.93,68368.93,67742.22,68062.26,2017503.0
2025-07-19 04:27:27.776910,68062.26,68068.6,67633.25,67758.65,546523.0
2025-07-19 05:27:27.776910,67758.65,70239.97,67758.65,69915.45,2570673.0
2025-07-19 06:27:27.776910,69915.45,71349.61,69915.45,71007.49,1088757.0
2025-07-19 07:27:27.776910,71007.49,71007.49,70062.29,70361.72,1064088.0
2025-07-19 08:27:27.776910,70361.72,71208.01,70361.72,71147.71,2116948.0
2025-07-19 09:27:27.776910,71147.71,71147.71,70311.78,70512.76,703396.0
2025-07-19 10:27:27.776910,70512.76,70512.76,69536.0,69881.93,773656.0
2025-07-19 11:27:27.776910,69881.93,70429.6,69881.93,70247.55,1695447.0
2025-07-19 12:27:27.776910,70247.55,70247.55,67351.38,67588.78,1432573.0
2025-07-19 13:27:27.776910,67588.78,67588.78,65022.71,65286.92,2299304.0
2025-07-19 14:27:27.776910,65286.92,65286.92,64288.23,64583.13,1403596.0
2025-07-19 15:27:27.776910,64583.13,64583.13,63053.87,63306.56,1766489.0
2025-07-19 16:27:27.776910,63306.56,63960.72,63306.56,63737.01,1959781.0
2025-07-19 17:27:27.776910,63737.01,63737.01,62496.29,62613.88,753922.0
2025-07-19 18:27:27.776910,62613.88,62613.88,60869.62,60880.56,1530145.0
2025-07-19 19:27:27.776910,60880.56,62871.05,60880.56,62700.93,1800749.0
2025-07-19 20:27:27.776910,62700.93,62700.93,62444.53,62456.19,1801581.0
2025-07-19 21:27:27.776910,62456.19,62693.0,62456.19,62580.3,1308867.0
2025-07-19 22:27:27.776910,62580.3,62580.3,60772.79,60838.44,1833569.0
2025-07-19 23:27:27.776910,60838.44,60838.44,60202.19,60217.75,1429359.0
2025-07-20 00:27:27.776910,60217.75,60557.34,60201.59,60394.08,1635670.0
2025-07-20 01:27:27.776910,60394.08,60394.08,58895.72,59048.15,1203823.0
2025-07-20 02:27:27.776910,59048.15,59773.34,59048.15,59536.63,1254290.0
2025-07-20 03:27:27.776910,59536.63,59536.63,58860.58,58868.04,2162278.0
2025-07-20 04:27:27.776910,58868.04,58868.04,58368.31,58572.14,1169397.0
2025-07-20 05:27:27.776910,58572.14,58572.14,57870.69,57915.99,973426.0
2025-07-20 06:27:27.776910,57915.99,60276.17,57915.99,60111.1,2055143.0
2025-07-20 07:27:27.776910,60111.1,60231.99,59860.64,60147.8,1616656.0
2025-07-20 08:27:27.776910,60147.8,60147.8,58749.6,58929.85,1358096.0
2025-07-20 09:27:27.776910,58929.85,60028.32,58929.85,59954.06,1921242.0
2025-07-20 10:27:27.776910,59954.06,59954.06,58513.36,58547.34,702511.0
2025-07-20 11:27:27.776910,58547.34,58861.16,58547.34,58849.17,1635677.0
2025-07-20 12:27:27.776910,58849.17,58849.17,56573.98,56601.67,1710008.0
2025-07-20 13:27:27.776910,56601.67,56601.67,55108.47,55156.24,1444650.0
2025-07-20 14:27:27.776910,55156.24,55541.83,55156.24,55431.38,1525105.0
2025-07-20 15:27:27.776910,55431.38,56322.44,55431.38,56309.69,1666765.0
2025-07-20 16:27:27.776910,56309.69,56706.92,56309.69,56564.62,1555409.0
2025-07-20 17:27:27.776910,56564.62,56564.62,56419.53,56439.45,1496019.0
2025-07-20 18:27:27.776910,56439.45,56439.45,55940.2,56104.52,2023710.0
2025-07-20 19:27:27.776910,56104.52,56104.52,54344.05,54449.73,1897012.0
2025-07-20 20:27:27.776910,54449.73,54449.73,53522.86,53669.27,2186281.0
2025-07-20 21:27:27.776910,53669.27,53669.27,52922.01,53177.58,2028250.0
2025-07-20 22:27:27.776910,53177.58,54357.12,53177.58,54303.96,789094.0
2025-07-20 23:27:27.776910,54303.96,54683.59,54303.96,54678.61,1629689.0
2025-07-21 00:27:27.776910,54678.61,54678.61,52667.27,52751.4,2390223.0
2025-07-21 01:27:27.776910,52751.4,53099.62,52751.4,53093.45,982616.0
2025-07-21 02:27:27.776910,53093.45,53093.45,52500.49,52684.02,1554722.0
2025-07-21 03:27:27.776910,52684.02,52684.02,51778.6,51969.61,1936456.0
2025-07-21 04:27:27.776910,51969.61,52677.78,51969.61,52603.6,1824275.0
2025-07-21 05:27:27.776910,52603.6,53902.43,52603.6,53685.85,1349131.0
2025-07-21 06:27:27.776910,53685.85,54784.35,53685.85,54682.64,1198956.0
2025-07-21 07:27:27.776910,54682.64,54682.64,53530.21,53760.96,1336227.0
2025-07-21 08:27:27.776910,53760.96,53760.96,53222.48,53424.03,695716.0
2025-07-21 09:27:27.776910,53424.03,54015.56,53424.03,53772.9,1853290.0
2025-07-21 10:27:27.776910,53772.9,54904.0,53772.9,54816.28,1294099.0
2025-07-21 11:27:27.776910,54816.28,54816.28,54038.66,54284.4,698731.0
2025-07-21 12:27:27.776910,54284.4,54284.4,53818.81,54075.68,1999960.0
2025-07-21 13:27:27.776910,54075.68,54075.68,52704.35,52871.39,1433829.0
2025-07-21 14:27:27.776910,52871.39,52871.39,51513.44,51598.23,1872095.0
2025-07-21 15:27:27.776910,51598.23,52625.27,51598.23,52428.04,1955321.0
2025-07-21 16:27:27.776910,52428.04,53865.24,52428.04,53840.68,744323.0
2025-07-21 17:27:27.776910,53840.68,53900.46,53634.1,53752.77,1861463.0
2025-07-21 18:27:27.776910,53752.77,54916.79,53752.77,54820.61,856426.0
2025-07-21 19:27:27.776910,54820.61,55415.41,54820.61,55205.21,697404.0
2025-07-21 20:27:27.776910,55205.21,55205.21,54289.33,54480.27,689135.0
2025-07-21 21:27:27.776910,54480.27,55086.34,54480.27,54860.9,665481.0
2025-07-21 22:27:27.776910,54860.9,56558.52,54860.9,56534.54,1385210.0
2025-07-21 23:27:27.776910,56534.54,56583.67,56249.47,56479.0,1939743.0
2025-07-22 00:27:27.776910,56479.0,58517.77,56479.0,58230.69,1394508.0
2025-07-22 01:27:27.776910,58230.69,58230.69,54948.45,55162.8,2042326.0
2025-07-22 02:27:27.776910,55162.8,56171.78,55162.8,56052.88,774388.0
2025-07-22 03:27:27.776910,56052.88,56271.09,56052.88,56132.83,1220149.0
2025-07-22 04:27:27.776910,56132.83,56132.83,55745.67,55778.8,718943.0
2025-07-22 05:27:27.776910,55778.8,56043.59,55653.88,55862.26,1395627.0
2025-07-22 06:27:27.776910,55862.26,55862.26,53521.53,53622.04,1300948.0
2025-07-22 07:27:27.776910,53622.04,53622.04,53307.3,53366.97,2037347.0
2025-07-22 08:27:27.776910,53366.97,53731.35,53366.97,53728.08,602954.0
2025-07-22 09:27:27.776910,53728.08,55541.71,53728.08,55295.33,2569770.0
2025-07-22 10:27:27.776910,55295.33,55295.33,54548.58,54700.06,2164305.0
2025-07-22 11:27:27.776910,54700.06,54700.06,53651.66,53821.03,1791681.0
2025-07-22 12:27:27.776910,53821.03,53821.03,53120.42,53287.63,1512890.0
2025-07-22 13:27:27.776910,53287.63,54515.68,53287.63,54271.15,1091514.0
2025-07-22 14:27:27.776910,54271.15,54897.02,54271.15,54637.38,1263349.0
2025-07-22 15:27:27.776910,54637.38,54637.38,53994.29,54069.28,863510.0
2025-07-22 16:27:27.776910,54069.28,54762.99,54069.28,54636.32,1519735.0
2025-07-22 17:27:27.776910,54636.32,54777.14,54489.09,54755.86,2022621.0
2025-07-22 18:27:27.776910,54755.86,56026.36,54755.86,55831.46,1153713.0
2025-07-22 19:27:27.776910,55831.46,55831.46,54875.49,55064.01,846185.0
2025-07-22 20:27:27.776910,55064.01,55064.01,54495.7,54720.75,2044680.0
2025-07-22 21:27:27.776910,54720.75,54720.75,54143.87,54310.44,1211897.0
2025-07-22 22:27:27.776910,54310.44,54310.44,52512.38,52740.76,731942.0
2025-07-22 23:27:27.776910,52740.76,53080.82,52740.76,53073.82,1824186.0
2025-07-23 00:27:27.776910,53073.82,53636.53,53073.82,53373.06,1469634.0
2025-07-23 01:27:27.776910,53373.06,53503.79,53143.11,53402.08,1772765.0
2025-07-23 02:27:27.776910,53402.08,53402.08,53051.8,53176.41,1169653.0
2025-07-23 03:27:27.776910,53176.41,53176.41,51682.62,51697.19,2296981.0
2025-07-23 04:27:27.776910,51697.19,51697.19,51032.5,51288.88,2152522.0
2025-07-23 05:27:27.776910,51288.88,51288.88,50769.02,50964.97,2038222.0
2025-07-23 06:27:27.776910,50964.97,50964.97,50113.87,50175.93,1357858.0
2025-07-23 07:27:27.776910,50175.93,50175.93,49804.85,50043.57,1446437.0
2025-07-23 08:27:27.776910,50043.57,50536.31,50043.57,50478.61,1551261.0
2025-07-23 09:27:27.776910,50478.61,52508.85,50478.61,52414.98,2085588.0
2025-07-23 10:27:27.776910,52414.98,52769.56,52414.98,52632.64,1333408.0
